Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,math
2,3,1,2,2,2,2,4,3,4,2,4,4,5,3,4,3,2,5,5,3,3,3,3,2,4,2,5,2,4,3,5,4,4,2,3,2,3,3,4,110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,116
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2,3,4,3,4,2,3,4,5,3,2,2,3,2,2,3,3,2,4,4,3,2,3,5,2,5,4,2,1,2,4,2,3,5,2,3,3,3,5,4,116
1,2,5,1,4,3,2,4,5,2,2,5,4,3,2,5,2,3,1,3,2,4,2,5,1,4,4,2,3,3,4,5,5,2,2,2,5,1,3,2,110
3,3,2,4,2,3,2,4,3,4,2,5,5,3,2,4,2,4,4,4,3,4,2,3,1,4,3,3,1,3,2,2,3,4,2,3,3,3,4,2,114
5,1,1,4,2,3,0,1,1,5,1,5,3,3,5,2,3,0,1,1,3,3,3,3,3,1,1,4,0,3,1,1,0,1,3,2,5,5,3,1,139
4,2,4,4,3,2,4,2,4,4,4,5,4,2,4,1,4,4,5,3,1,3,4,4,1,5,2,4,1,4,3,2,2,2,3,2,2,4,1,4,104
3,4,5,4,2,4,4,2,1,4,4,2,2,4,4,1,4,2,5,1,2,2,2,4,1,3,2,4,2,2,2,3,3,2,2,3,3,2,2,2,98
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,93
3,4,1,4,0,1,5,2,5,1,5,5,3,2,3,5,2,1,1,4,2,3,5,2,1,5,1,2,3,3,4,2,4,5,1,4,1,1,5,2,139
1,1,1,3,1,4,1,5,1,5,3,3,4,3,1,5,1,5,5,5,2,5,4,4,1,4,1,1,1,1,4,3,2,5,3,4,2,1,5,2,119
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,145
3,4,1,4,1,3,1,1,2,5,2,1,1,2,5,3,4,4,5,1,2,4,5,3,1,1,1,5,2,1,1,4,1,2,2,5,5,2,1,2,111
2,4,5,3,2,2,3,3,1,4,5,5,3,3,5,3,5,5,3,2,3,1,5,3,3,5,3,2,1,2,3,3,5,1,2,1,3,3,1,3,99
3,3,2,3,2,0,0,0,0,0,3,2,3,2,3,0,0,0,0,0,3,2,5,3,0,0,0,0,0,0,2,4,3,3,0,0,0,0,0,0,126
1,1,1,3,5,1,0,4,3,0,4,3,4,1,3,5,1,3,4,1,1,5,0,5,3,5,5,3,0,1,5,5,3,5,4,1,4,1,5,5,113
2,2,3,4,5,5,2,5,1,1,1,4,2,2,4,5,4,5,1,5,1,3,5,5,2,4,1,3,2,1,1,4,3,5,3,3,4,3,4,2,106
3,3,1,3,3,1,3,4,3,5,2,5,4,1,1,5,3,3,3,3,1,5,5,5,2,5,1,5,1,1,1,1,2,5,1,3,1,3,5,3,117
3,3,5,5,1,3,1,3,1,5,3,5,1,1,3,3,5,5,5,1,1,1,5,5,1,5,1,5,3,3,1,3,3,3,3,5,3,3,1,5,97
5,2,5,3,4,2,1,3,2,1,5,1,3,3,2,4,1,3,3,1,2,5,5,5,2,5,2,2,2,2,2,4,3,5,2,1,5,2,5,1,116
5,3,3,3,2,1,5,2,5,4,4,5,4,1,4,4,5,1,5,3,2,1,5,5,1,5,1,4,1,4,2,1,3,1,5,1,4,5,4,5,112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,89
4,2,2,5,1,4,4,4,2,5,4,5,1,2,4,2,4,4,1,5,1,1,4,5,1,5,1,5,1,1,2,2,4,2,1,4,1,4,2,1,100
4,4,5,4,3,2,5,2,4,4,2,4,2,2,4,2,4,4,3,2,2,2,3,4,1,5,2,2,1,4,3,1,5,2,5,2,2,4,4,4,109
2,1,3,2,4,2,4,3,3,3,2,4,3,3,1,2,2,2,5,3,2,4,5,4,1,3,2,3,1,2,3,2,4,4,2,2,3,2,4,3,125
1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,134
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
1,2,5,5,2,2,1,4,1,5,5,4,1,1,4,2,5,5,5,2,1,5,4,5,1,4,2,4,1,5,1,5,2,1,2,4,1,2,2,2,97
5,2,5,1,2,2,2,5,2,5,3,5,1,1,3,1,4,2,5,2,1,1,5,5,1,5,2,5,1,2,4,3,4,1,5,4,1,5,1,2,103
2,4,5,4,2,5,1,2,1,4,3,4,0,5,5,1,5,5,2,2,1,1,3,5,4,4,2,4,2,2,3,4,1,1,0,4,0,2,1,1,114
4,1,2,5,4,4,4,5,3,2,2,2,5,3,3,4,2,3,4,3,0,4,3,3,4,5,5,5,3,2,5,3,2,5,3,1,2,3,5,3,121
3,2,2,2,4,1,4,4,3,2,5,5,5,2,1,4,1,3,4,3,2,5,4,3,2,2,3,2,1,1,3,3,3,5,3,2,2,2,4,3,127
3,2,4,4,1,2,3,1,4,2,5,2,2,2,5,1,5,4,3,1,2,1,4,3,3,4,1,4,1,1,2,2,2,2,3,2,2,3,1,4,109
2,3,1,4,4,2,4,3,1,5,1,3,3,3,2,4,2,4,4,3,2,4,3,2,1,5,2,3,2,2,2,2,2,4,3,2,2,2,4,3,122
5,5,5,5,1,1,4,1,1,5,5,2,1,4,5,1,5,1,1,1,3,1,4,4,1,4,1,3,2,2,1,2,5,1,3,5,4,4,1,4,99
2,1,1,4,5,1,4,5,1,3,3,5,2,3,2,4,2,5,5,2,1,5,4,5,1,5,4,4,5,1,3,1,3,5,3,3,4,1,2,2,115
2,2,1,3,4,1,0,4,4,3,1,5,5,1,1,5,1,2,2,4,2,4,4,4,1,5,4,4,2,3,4,3,4,4,4,2,2,1,5,5,121
0,1,4,3,5,1,2,5,5,5,5,5,4,2,1,5,1,5,5,3,1,4,1,5,4,5,5,3,1,1,5,5,1,1,5,1,5,1,1,5,92
3,1,1,1,4,2,3,4,2,2,1,5,5,3,1,5,2,2,3,5,1,5,2,4,1,4,5,5,2,1,5,3,5,4,3,2,3,2,4,2,122
3,5,3,5,1,2,4,1,2,5,5,4,1,3,5,1,4,4,5,1,1,2,4,3,2,4,1,2,1,3,1,4,5,1,5,5,2,3,1,1,99
1,1,4,1,4,1,1,4,5,2,4,5,4,4,3,5,2,1,4,2,2,4,4,3,1,5,4,3,3,3,5,5,4,4,4,1,3,1,4,5,117
1,5,1,2,4,3,2,2,4,0,4,2,3,3,5,2,5,4,4,2,4,3,2,2,4,2,3,3,4,4,2,4,3,2,5,5,5,2,2,4,149
2,4,5,4,2,3,1,2,1,5,4,2,1,4,5,4,5,5,2,2,1,2,2,5,1,2,2,5,2,1,2,2,4,1,2,4,2,5,2,4,95
5,4,5,4,5,1,5,1,5,5,5,5,5,1,5,1,5,5,4,5,4,1,5,5,1,5,5,5,1,5,5,1,5,1,5,5,1,5,1,5,97
3,4,4,5,1,2,3,2,2,4,5,1,2,2,3,3,4,2,3,2,2,3,5,4,1,4,1,3,1,3,3,3,4,1,4,4,2,2,1,3,111
2,2,2,2,2,2,2,4,2,4,1,4,2,2,2,4,2,4,4,3,1,4,3,2,2,4,2,3,2,2,5,4,2,4,2,2,3,4,4,2,119
3,2,1,4,2,4,4,4,4,4,4,3,2,4,1,1,2,5,4,3,1,4,2,4,2,4,3,3,1,4,4,4,5,4,3,2,2,4,5,2,110
3,4,5,5,1,5,4,1,1,5,5,5,1,5,5,1,4,3,5,1,1,1,1,2,1,5,1,1,1,5,1,4,5,1,3,5,5,1,1,3,93
2,1,3,5,3,3,3,5,2,5,2,5,3,3,2,5,2,5,4,4,3,5,3,5,2,5,3,5,3,3,4,3,4,5,3,2,4,2,5,3,109
3,2,4,3,3,5,1,4,2,5,1,3,2,2,1,4,1,3,5,2,2,4,4,5,2,4,2,3,2,1,1,1,3,5,1,2,3,2,5,2,119
3,2,3,2,1,4,2,2,4,3,4,3,4,4,4,2,3,2,2,2,2,3,3,4,2,4,2,4,4,1,2,5,2,1,2,4,4,2,2,2,99
5,5,5,1,5,1,1,1,5,5,5,5,4,1,5,1,1,1,1,1,5,1,1,5,5,5,5,3,1,1,5,1,1,1,5,1,1,5,1,5,108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
4,4,5,5,3,1,4,1,1,5,5,5,2,5,3,3,3,4,0,3,2,2,5,4,1,3,1,5,1,1,2,3,4,2,4,1,4,4,1,4,73
2,3,3,4,2,2,3,2,2,5,4,4,3,4,4,2,3,3,2,3,2,3,3,3,2,4,2,4,3,3,3,3,2,2,3,2,2,2,2,2,104
2,1,4,3,5,5,5,5,4,5,4,5,5,3,3,5,1,4,2,4,1,4,4,5,4,5,5,4,1,3,5,4,2,4,4,3,5,1,4,5,102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
1,1,5,2,4,1,2,1,4,1,5,5,2,3,5,2,4,2,3,3,1,4,5,5,1,5,5,2,1,5,3,5,3,1,3,1,2,1,1,3,103
2,1,2,3,5,2,2,3,5,5,5,4,5,4,4,5,3,4,4,4,2,4,4,5,1,5,3,3,2,3,1,4,3,4,3,1,2,1,4,2,105
2,1,1,2,4,2,2,5,5,2,1,4,5,2,1,5,1,2,4,4,2,5,4,5,1,5,3,1,1,2,3,3,2,5,4,1,4,2,5,3,130
4,4,4,4,4,2,4,2,4,3,4,3,3,2,5,2,4,4,3,3,2,2,4,3,3,4,4,4,2,3,4,2,2,2,4,2,2,4,2,5,106
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,140
2,3,2,5,5,1,0,3,1,4,5,3,5,3,5,5,3,2,4,5,4,4,5,5,1,5,5,5,1,3,0,4,4,5,3,1,3,3,5,1,98
5,2,5,3,4,1,5,1,3,4,5,5,4,1,4,1,5,3,4,3,1,1,5,5,1,5,1,3,1,2,3,3,5,1,5,2,1,4,1,4,104
4,1,5,2,5,1,4,1,5,1,5,5,4,2,5,1,2,2,4,5,4,4,5,4,1,5,5,4,1,1,4,2,3,1,4,1,2,4,1,5,112
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
1,4,1,3,2,4,5,4,3,2,3,5,2,2,2,4,3,4,3,4,2,3,3,4,2,3,3,3,3,3,4,2,2,4,2,4,2,1,4,2,113
4,5,1,5,1,5,5,2,1,5,3,4,1,1,1,3,4,5,4,2,2,2,1,3,1,4,1,4,1,2,1,1,4,3,3,5,3,3,1,2,109
3,1,3,1,3,4,5,3,4,5,4,4,4,4,2,4,2,2,3,4,3,4,3,3,2,4,4,3,2,2,4,2,1,4,3,1,1,3,4,4,117
4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,73
4,2,5,2,4,1,5,1,2,3,5,5,3,2,5,2,3,3,4,4,2,2,5,4,1,5,4,4,1,5,4,1,5,1,5,3,1,4,1,5,106
2,1,2,2,4,4,2,4,5,4,2,4,5,4,1,5,2,1,2,4,1,4,4,2,1,5,3,4,2,1,4,4,4,5,2,1,4,1,4,4,117
1,3,1,3,3,5,2,3,1,5,4,4,1,4,4,2,4,4,2,1,2,2,1,5,2,5,1,4,2,3,2,4,2,4,1,4,2,1,3,1,96
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1,5,1,5,1,2,4,3,1,5,4,4,1,3,4,3,4,5,4,2,2,2,4,2,1,4,1,2,2,2,1,3,2,2,2,5,4,2,2,2,106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
2,5,3,5,1,2,2,2,2,5,3,1,2,2,5,5,4,5,2,2,3,3,5,5,1,5,1,3,2,1,1,3,2,2,1,5,4,2,2,3,99
2,2,1,3,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,1,3,4,2,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,113
3,3,2,4,4,3,4,4,4,3,1,4,3,2,1,5,2,2,3,3,1,4,4,4,1,4,3,3,2,2,3,3,3,4,3,4,2,2,5,3,120
3,3,1,5,3,1,3,4,5,5,3,3,5,3,5,5,1,3,3,5,1,3,3,3,1,5,3,1,1,2,3,1,3,5,1,1,1,1,5,5,123
2,3,3,4,3,2,5,2,3,2,1,1,3,2,3,0,5,1,3,2,2,1,3,5,2,2,4,1,1,1,2,2,4,1,2,1,1,2,2,1,146
3,1,1,3,3,2,4,4,0,3,1,4,3,2,2,4,1,4,0,4,1,5,4,3,2,5,3,2,2,2,4,3,2,4,3,2,2,2,4,4,142
3,3,4,4,3,5,3,3,2,5,4,4,2,3,3,3,4,5,2,3,1,2,1,5,1,5,3,3,3,3,2,4,3,2,3,5,3,4,2,3,93
3,3,5,2,1,1,3,1,5,1,1,3,3,3,4,2,4,1,1,2,1,4,4,1,1,3,4,1,1,1,2,1,4,2,5,1,3,1,2,4,126
2,2,5,2,4,3,2,4,2,2,3,3,4,2,2,2,2,4,4,3,2,4,4,5,3,5,5,3,3,1,5,4,4,2,2,4,4,1,4,4,109
3,2,5,3,4,3,4,2,2,4,4,4,3,2,5,2,4,4,4,2,4,2,4,3,1,4,1,3,2,2,2,2,4,2,2,2,4,2,2,2,104
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,146
1,5,2,4,1,5,1,2,1,5,3,2,1,3,3,5,4,4,3,2,2,3,2,3,2,3,1,3,2,1,1,2,1,2,1,4,3,1,2,1,104
1,5,5,5,1,5,3,1,1,5,4,5,1,5,5,1,5,5,5,1,3,1,5,5,1,5,1,3,1,1,1,5,3,1,1,5,3,1,3,1,79
3,2,5,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,87
1,1,3,5,5,1,1,5,5,1,3,3,5,5,1,4,1,3,3,1,1,5,5,3,1,1,5,3,2,2,5,5,1,5,3,1,1,1,2,4,122
1,1,4,4,2,2,2,4,3,5,2,5,2,2,1,5,2,3,4,4,1,3,5,5,1,5,4,4,2,2,4,4,2,4,4,1,2,1,4,2,112
5,2,5,3,3,1,5,3,3,3,3,4,3,1,5,3,4,3,4,2,2,2,5,4,1,4,3,5,1,3,3,1,5,2,5,2,2,5,1,5,113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
4,3,4,3,3,2,4,3,1,2,3,5,4,2,2,4,2,5,1,4,2,4,3,4,2,4,1,2,2,2,3,2,4,5,3,3,2,3,4,3,120
1,1,5,3,3,3,1,5,3,3,1,5,5,5,1,5,3,5,5,3,2,5,3,5,3,5,1,3,3,4,2,1,1,3,5,3,4,3,5,3,112
3,2,1,3,4,2,2,4,4,2,1,5,4,2,1,4,1,2,4,4,2,5,4,4,1,5,4,4,2,1,4,2,3,4,2,2,4,2,4,4,125
5,3,3,3,4,4,5,1,2,4,3,4,3,1,4,2,2,3,4,3,1,4,4,3,1,5,4,4,1,3,3,1,1,2,4,4,1,4,1,4,111
2,1,2,1,4,2,2,3,2,2,2,4,5,5,3,4,3,4,1,4,3,1,5,5,2,4,4,3,1,3,2,5,4,5,3,2,1,1,3,4,112
5,2,2,2,2,3,2,4,5,5,1,4,3,4,3,4,2,1,4,4,1,3,4,4,2,4,2,3,2,3,4,3,1,5,3,4,2,2,5,3,115
4,1,5,5,2,1,5,4,5,4,4,3,1,5,4,5,4,1,2,2,1,2,4,5,1,5,1,5,1,1,2,3,2,3,3,4,1,3,1,2,97
3,3,3,5,2,1,4,1,1,5,5,4,1,3,5,1,5,5,3,2,2,2,5,4,1,5,1,3,1,2,1,1,3,1,3,5,2,3,1,4,99
3,3,3,3,3,1,3,3,5,3,1,1,1,3,3,5,1,3,5,3,3,5,5,5,1,5,3,1,1,1,1,5,3,5,3,5,5,1,3,3,115
3,2,1,3,3,5,2,3,1,3,3,1,3,5,5,3,3,4,3,0,4,3,1,1,3,1,3,2,3,4,1,1,4,2,1,1,5,3,1,3,126
5,1,5,2,4,1,5,2,5,2,4,5,2,2,4,2,3,2,2,1,2,1,5,3,1,4,3,4,1,2,3,1,3,1,4,1,3,4,2,5,115
4,2,3,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88
1,5,2,3,2,3,2,2,2,2,4,4,2,4,4,3,4,4,4,3,2,2,4,4,2,4,2,4,2,3,2,4,2,2,4,4,2,4,2,3,101
5,5,5,5,3,1,1,3,3,3,3,3,3,5,5,1,5,5,3,3,1,1,3,5,3,3,1,3,1,1,1,5,5,1,3,5,3,5,1,3,91
2,3,5,3,2,5,2,4,2,5,4,2,2,3,3,2,3,3,4,2,1,4,1,5,1,5,3,5,1,1,3,3,2,1,3,3,1,3,3,1,98
3,2,2,2,3,3,4,4,2,3,2,4,2,2,2,5,2,4,4,2,1,3,2,2,1,4,2,3,2,2,3,1,2,5,2,4,3,2,5,2,121
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
4,3,4,3,4,4,5,2,4,3,4,5,3,2,4,2,4,2,3,3,2,2,2,5,2,5,3,4,3,3,3,1,2,1,4,2,3,4,2,3,101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
4,2,5,1,4,4,4,3,5,1,3,1,4,4,3,2,4,2,2,2,5,2,1,1,5,1,4,1,5,5,2,4,5,2,4,2,5,4,1,3,120
1,2,1,2,3,4,1,4,3,3,5,5,4,1,1,3,1,5,3,3,2,4,3,3,1,4,3,3,2,2,4,3,2,3,2,3,1,1,4,3,120
4,2,2,4,5,4,3,2,4,5,4,5,3,1,5,1,5,4,5,4,3,2,4,4,1,5,2,4,1,3,3,2,3,1,3,2,2,2,1,4,102
3,3,5,3,2,4,4,1,5,5,2,4,4,3,5,1,4,5,1,3,1,4,2,4,1,5,3,5,3,2,1,3,5,1,2,2,5,2,2,1,99
4,2,1,2,5,3,4,4,5,2,5,4,5,3,1,4,1,2,2,4,2,5,4,4,2,5,4,3,1,2,2,4,2,5,3,2,3,2,4,4,120
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
5,0,5,4,4,2,5,2,2,5,4,5,2,2,5,2,4,4,5,2,1,2,4,5,1,5,2,1,2,1,4,1,3,2,2,2,1,5,1,5,73
3,3,2,4,3,0,3,3,1,5,1,3,3,1,1,3,1,4,1,3,3,3,5,4,1,4,4,3,1,3,3,3,4,3,3,3,1,1,2,4,84
3,1,4,2,3,2,3,4,3,3,2,5,4,4,2,3,2,3,4,5,2,4,3,3,1,4,5,4,4,2,4,2,4,2,3,1,3,2,3,2,116
1,4,4,2,5,2,1,4,3,2,2,4,5,2,2,3,3,3,4,5,3,3,5,5,1,3,3,5,4,3,3,5,4,5,3,2,2,2,5,2,112
1,2,4,3,4,2,4,4,4,4,4,4,4,3,2,3,2,2,4,3,2,4,5,4,1,4,4,3,3,2,4,3,2,4,3,2,2,2,4,4,116
3,4,2,3,5,2,2,5,2,2,1,5,3,2,1,5,1,4,4,3,3,5,4,4,1,4,5,3,3,3,3,4,3,5,3,2,3,2,5,3,121
5,1,5,5,3,5,3,1,1,4,2,4,5,4,5,5,4,5,5,2,4,2,5,1,1,5,3,5,1,1,1,5,1,2,3,1,1,4,2,4,100
3,3,4,4,2,2,3,1,4,5,5,4,1,3,4,4,5,3,4,3,0,2,5,5,2,4,2,4,2,3,3,3,5,1,3,3,3,3,1,3,78
2,5,1,4,3,5,4,3,2,4,3,5,3,1,2,3,2,4,3,3,1,3,1,4,2,5,4,3,1,3,3,1,5,4,5,4,3,2,4,5,113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
3,4,4,5,1,4,2,2,4,4,3,2,2,5,4,2,4,3,4,2,1,3,2,3,1,2,2,4,4,2,1,4,3,3,1,5,3,2,4,2,102
2,5,5,5,1,4,1,1,1,4,5,4,1,5,5,4,5,5,2,1,2,1,1,5,1,4,1,4,2,1,1,4,2,1,1,5,4,4,5,1,81
1,5,2,5,1,1,4,1,1,5,3,1,1,1,5,1,5,5,4,1,3,1,5,4,2,5,1,4,4,1,1,1,0,1,1,5,3,2,2,5,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
1,3,5,5,1,5,1,1,5,5,1,5,3,1,5,1,5,1,5,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,5,1,1,5,1,102
4,2,3,4,4,1,4,1,3,4,4,3,1,1,5,1,4,3,5,1,2,1,5,4,1,5,5,5,2,4,2,1,2,1,5,1,3,3,1,5,109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
3,2,4,3,3,4,2,5,1,5,2,2,4,3,3,4,3,4,3,5,2,4,2,4,1,5,1,2,1,2,3,1,2,4,3,2,3,3,3,2,117
5,1,5,2,3,1,5,2,3,5,3,2,4,2,4,1,3,3,5,3,2,2,5,4,1,4,2,3,2,2,4,1,5,2,3,1,3,4,2,5,115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,104
1,1,3,3,4,3,3,5,3,5,4,4,3,1,1,5,2,3,3,3,3,4,3,3,1,5,1,3,2,2,1,1,2,3,3,2,1,1,4,3,121
4,3,4,3,2,1,4,2,2,4,4,4,2,1,4,3,4,3,4,2,3,3,4,4,2,4,2,4,3,3,3,2,3,2,4,1,3,4,1,4,111
2,2,4,2,3,2,3,4,3,4,2,4,4,2,3,3,2,3,4,4,2,3,4,4,2,4,3,3,2,3,3,3,3,4,3,2,4,2,4,3,118
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143
4,4,4,4,3,3,5,3,2,4,2,1,2,5,5,2,5,5,4,3,3,1,3,3,1,5,3,5,2,3,1,2,2,1,3,4,1,4,1,3,99
2,2,5,3,4,1,4,4,4,5,2,5,4,5,1,5,2,3,2,2,2,5,5,5,1,5,2,5,5,2,4,4,3,2,3,2,4,2,2,2,104
1,1,1,2,5,1,1,5,5,5,1,5,1,5,3,5,1,1,3,3,3,4,5,3,1,5,1,3,3,3,3,1,3,5,3,4,4,1,4,1,119
5,3,3,4,4,3,5,3,1,4,4,4,2,3,3,2,5,5,2,2,3,1,3,3,1,5,3,3,2,4,1,1,3,2,3,4,3,1,1,2,103
4,5,5,2,1,0,0,0,0,0,5,5,2,1,5,0,0,0,0,0,1,2,5,5,1,0,0,0,0,0,1,5,5,1,0,0,0,0,0,0,74
4,5,4,5,3,2,3,3,3,4,3,2,2,2,3,0,3,4,4,3,3,2,4,3,1,3,1,5,1,3,1,4,4,3,3,5,4,4,3,3,112
3,4,4,4,4,2,2,4,4,5,2,4,2,2,2,4,2,4,4,4,2,4,4,4,2,4,2,4,3,3,3,4,4,5,3,2,4,2,4,3,112
4,1,2,2,4,1,3,4,3,2,1,4,4,3,1,5,2,3,3,3,1,4,5,4,1,3,4,4,1,2,3,3,3,5,3,3,2,2,5,3,124
2,3,4,4,2,4,3,1,1,4,4,3,2,4,3,1,4,4,2,2,2,2,3,3,1,2,1,4,2,3,1,3,3,1,2,3,3,2,1,2,102
5,2,4,4,3,2,2,4,2,4,1,5,4,4,2,4,2,4,4,3,1,4,4,4,4,4,2,2,2,4,3,4,2,4,3,2,4,2,4,3,108
1,1,1,3,3,5,2,1,1,5,2,1,1,4,5,2,4,1,3,3,3,1,4,1,4,2,3,3,4,3,2,3,3,3,2,2,3,1,1,3,118
5,1,1,2,2,1,1,5,4,1,1,5,5,4,1,3,3,1,2,3,3,5,3,5,1,5,1,1,5,1,1,5,1,5,5,1,2,3,4,4,124
3,1,5,1,0,3,4,4,5,2,1,5,4,2,1,3,1,2,3,1,1,5,4,2,1,4,1,3,4,2,3,2,3,5,4,1,2,2,4,3,98
5,2,3,3,2,1,5,2,4,4,4,4,3,1,2,2,4,3,4,3,4,2,4,3,2,4,1,3,2,3,2,1,2,2,5,4,2,4,2,5,119
3,5,4,5,2,3,1,2,1,5,3,4,2,3,4,2,5,5,2,1,3,1,2,3,2,5,1,1,1,2,1,3,3,3,3,3,3,2,2,3,102
1,1,3,3,2,4,3,1,2,2,3,5,2,5,4,1,3,2,1,2,3,2,1,3,2,4,2,5,1,2,2,2,3,1,3,5,3,1,1,3,105
4,2,5,3,2,5,2,3,4,4,5,4,2,2,5,1,4,2,3,2,4,1,4,5,2,4,2,3,3,2,2,2,3,1,2,2,3,4,1,2,100
4,5,4,5,1,2,2,3,2,5,4,5,1,4,5,5,4,5,5,3,1,2,4,4,1,5,1,4,2,2,1,3,1,3,1,5,4,4,1,3,92
3,5,5,1,2,1,3,1,1,5,3,5,2,2,5,4,4,1,5,2,2,1,1,2,1,4,2,2,2,3,1,1,2,2,3,4,5,0,4,4,129
3,2,4,3,4,2,5,1,5,5,5,1,5,3,5,1,5,2,3,3,2,5,5,3,1,3,4,3,1,2,4,4,5,1,3,2,1,4,1,4,107
